index,pe_ratio,pb_ratio,market_cap,return_on_asset_net_profit,du_return_on_equity,ev,earnings_per_share,revenue,total_expense,date,return
1728,002027.XSHE,-17.6958,1.9554,1163990197.0,-1.0917,-1.5169,1464040171.28,-0.0301,528389662.85,544004891.26,2012-09-28,0.012990936555891149
1729,002044.XSHE,34.903,5.8045,2123647500.0,1.4641,2.575,2131343944.04,0.043,247057637.74,233692878.88,2012-09-28,-0.06863840806869287
1730,002065.XSHE,25.7112,4.8986,12212419440.0,6.6274,9.4792,12764649684.5,0.327,1383511529.31,1179818716.57,2012-09-28,-0.16101516674066968
1731,002074.XSHE,35.3115,3.4578,1543011120.0,4.5338,9.0608,2135854601.96,0.16,396855219.71,350446932.36,2012-09-28,-0.05418888042650423
1732,002081.XSHE,31.8068,8.4035,28762711275.0,5.246,12.7034,33841864310.4,0.3559,5174252757.79,4678014700.64,2012-09-28,-0.02351661147007466
1733,002142.XSHE,6.9478,1.2812,26098575787.0,0.802,11.042,284823392879.0,0.75,4961973000.0,2247249000.0,2012-09-28,-0.011059174540029856
1734,002146.XSHE,9.4725,2.4305,16640299333.0,2.8372,12.9068,41713279907.2,0.45,5541806411.08,4452449486.72,2012-09-28,0.14286073466924787
1735,002153.XSHE,24.5366,5.7664,6584256000.0,10.9866,12.5464,8071547660.93,0.45,360634185.44,237592956.15,2012-09-28,-0.00468540829986609
1736,002174.XSHE,696.9111,5.3095,1226681432.0,0.3936,0.6121,1689928825.97,0.02,199595071.55,198636506.92,2012-09-28,0.05477103909884902
1737,002230.XSHE,71.1986,8.8862,10746053196.0,3.9131,4.8969,7724425180.98,0.15,303669725.63,263684858.56,2012-09-28,-0.015486059810117959
1738,002236.XSHE,48.1897,13.7449,22884592800.0,9.2036,14.243,18005529416.0,0.2,1296870812.88,1097639440.64,2012-09-28,0.056107866285572176
1739,002241.XSHE,47.6899,6.6997,31622543974.0,4.7856,9.2445,34126860620.0,0.22,2547890307.87,2163311697.78,2012-09-28,0.006709302781810205
1740,002252.XSHE,32.7248,7.2625,6144480000.0,6.3146,7.6579,6845794238.15,0.138,237484198.86,160617109.7,2012-09-28,0.1314586587976625
1741,002292.XSHE,56.427,5.6378,7671808000.0,4.1421,4.6064,8693571831.24,0.1,492051229.59,417274277.88,2012-09-28,0.012807435112773496
1742,002294.XSHE,25.2389,5.2456,11650003200.0,9.9582,11.5813,12094194861.8,0.39,849086642.86,555051098.39,2012-09-28,0.41637658072256
1743,002304.XSHE,25.0881,11.5242,135000000000.0,16.5869,29.381,151594454016.0,2.94,9309772422.09,5162650172.13,2012-09-28,-0.05567959613130364
1744,002310.XSHE,34.2224,8.0957,17849037262.0,5.4578,11.9062,20295149670.1,0.4,1509265738.76,1186687232.92,2012-09-28,-0.0861009556795587
1745,002352.XSHE,36.0657,2.2293,1577629911.0,2.3616,3.3868,1908167542.52,0.31,395555776.61,373961323.37,2012-09-28,-0.026153894197738985
1746,002385.XSHE,28.6191,4.6389,17106144000.0,6.7698,8.697000000000001,16453813592.4,0.19,4467580729.29,4098434962.78,2012-09-28,-0.030004811267112987
1747,002411.XSHE,35.3461,3.2457,2623860000.0,4.1995,5.7184,3180886806.01,0.13,529260620.77,480380746.28,2012-09-28,-0.05309734513274339
1748,002415.XSHE,33.0691,7.8285,55678713857.0,8.7512,10.4855,55244782913.2,0.182,2818679482.49,2078346754.96,2012-09-28,0.12191972076788828
1749,002424.XSHE,38.1482,4.0641,8166144000.0,3.2334,4.8421,8894426095.27,0.2,558761002.41,444135344.78,2012-09-28,-0.14344314136504094
1750,002426.XSHE,41.0829,1.9863,2590652700.0,2.5089,3.4226,3267915634.39,0.1111,820969134.19,764668331.89,2012-09-28,0.043243672141553585
1751,002450.XSHE,53.1338,4.7832,13371399600.0,6.197,9.4204,10918944222.7,0.22,961642839.58,748546011.64,2012-09-28,0.0834160244906575
1752,002456.XSHE,55.5016,6.5403,6925440000.0,2.9542,8.4599,8100969128.53,0.22,1286646171.47,1175727346.5,2012-09-28,0.19350846599538732
1753,002460.XSHE,49.6953,4.3261,3147000000.0,3.7533,4.4932,3977236156.86,0.22,299343023.38,265400754.82,2012-09-28,0.009042822138384345
1754,002465.XSHE,36.5051,2.1338,8911174468.0,1.9934,2.3741,7898620345.47,0.3,481856728.5,420662569.99,2012-09-28,-0.03060007018364717
1755,002466.XSHE,102.2016,4.3494,4311510000.0,1.9568,2.2026,4739931382.83,0.15,201537376.69,178648379.51,2012-09-28,0.002056832769284631
1756,002468.XSHE,-116.3819,2.4919,1792512000.0,0.5314,1.1159999999999999,2607556742.25,0.03,588193638.04,581614840.45,2012-09-28,0.0796872090858313
1757,002470.XSHE,20.3142,3.1828,10451000000.0,5.1904,9.5078,12104865069.7,0.43,5246535518.8,4917723637.56,2012-09-28,-0.018096272167933396
1758,002475.XSHE,42.9886,5.9366,11237734200.0,4.2188,5.5524,11662595218.6,0.19,1263318582.66,1108329132.32,2012-09-28,-0.016544331818711344
1759,002500.XSHE,119.0502,3.2691,19774352000.0,0.5801,1.4347,27159684937.0,0.04,490204852.0,391224401.0,2012-09-28,-0.08791699635008554
1760,002508.XSHE,21.023000000000003,2.8637,4482560000.0,5.2901,6.9253,5022105318.67,0.42,858811164.74,741073582.77,2012-09-28,0.01199436594920551
1761,002555.XSHE,77.683,1.8017,1385560000.0,0.9352,1.0242,1448138758.33,0.06,156128417.08,148029076.05,2012-09-28,0.047391044126448637
1762,002558.XSHE,30.1953,2.3756,1366120000.0,1.4809,1.5147,1358168125.83,0.21,140783647.32,132152854.63,2012-09-28,0.009575637067657362
1763,002572.XSHE,26.7204,2.7606,3742860000.0,3.3646,3.7533,4284084426.37,0.1193,426439854.93,365048368.64,2012-09-28,0.040592283830942114
1764,002601.XSHE,16.2723,2.1544,4534560000.0,5.3975,7.4622,8094343657.96,0.82,1133374749.4,953239972.13,2012-09-28,0.007866413421969061
1765,002602.XSHE,16.4153,1.2177,1892625000.0,3.6343,4.109,2495523800.07,0.24,466620229.04,391675251.92,2012-09-28,-0.011112058430670393
1766,002608.XSHE,25.3597,1.2048,2428440000.0,0.7199,1.8618,6166180615.27,0.25,1093733336.52,1061862386.81,2012-09-28,-0.03571652163025108
1767,002624.XSHE,38.0157,3.0221,1454000000.0,2.8393,4.1139,1864070455.21,0.1,180038157.81,163681151.87,2012-09-28,-0.010992069013496678
1768,002673.XSHE,171.6501,3.4048,16980000000.0,0.9805,2.5083,26065563961.4,0.1,423435028.91,286210236.3,2012-09-28,-0.012010190464636684
1769,300003.XSHE,16.7256,3.0594,7470400000.0,9.4253,9.901,10816307903.1,0.2916,506692053.75,235330333.86,2012-09-28,-0.03042920483446247
1770,300015.XSHE,39.4909,5.1756,7253856000.0,5.3341,6.615,9226925420.7,0.21,742695520.38,625537199.94,2012-09-28,-0.011189323351100565
1771,300017.XSHE,41.876000000000005,3.7101,2945492863.0,4.2109,4.5079,2545359503.59,0.23,353644504.02,320792054.45,2012-09-28,-0.0859089631919079
1772,300024.XSHE,35.7412,5.5022,6995010000.0,5.1787,6.8512,6934585459.31,0.28,513641747.47,433309450.96,2012-09-28,0.095734970750529
1773,300027.XSHE,38.2034,5.4934,9350208000.0,3.5782,6.2253,11084229224.8,0.17,449130520.36,420020330.7,2012-09-28,-0.034926762201893044
1774,300033.XSHE,41.3501,1.7149,1917888000.0,1.5524,1.7099,2457674394.94,0.14,94976323.67,77983362.25,2012-09-28,-0.028021119075008042
1775,300059.XSHE,38.1436,1.9988,3444000000.0,2.349,2.4888,4032416090.34,0.06,128221202.93,85987131.69,2012-09-28,-0.10245108578800263
1776,300070.XSHE,52.2895,5.7411,19093859400.0,2.0304,2.4483,17388706710.9,0.15,466208037.87,359154882.05,2012-09-28,0.0909916604739493
1777,300072.XSHE,37.4926,3.7204,4369368400.0,2.5799,4.5016,4898647801.7,0.1,382211564.03,319539416.76,2012-09-28,0.009795556162326415
1778,300122.XSHE,57.0678,5.2201,11832000000.0,4.4754,4.7976,10354729979.5,0.27,327989356.54,237971572.85,2012-09-28,0.06491092816432167
1779,300124.XSHE,23.6082,2.9279,7367760000.0,5.2632,5.6579,9072662085.14,0.37,528313222.7,394104382.21,2012-09-28,0.07229516747171019
1780,300136.XSHE,31.9248,2.7149,1818757600.0,2.1331,2.2533,2193510393.64,0.1136,60295436.15,45003692.29,2012-09-28,0.28222274546738874
1781,300144.XSHE,29.8016,2.6495,7306992000.0,4.1394,4.6625,8281751980.02,0.23,239641352.29,110637939.28,2012-09-28,-0.05463222908478384
1782,300251.XSHE,28.2925,3.1644,5569872000.0,4.3782,4.591,5679763263.76,0.16,278254170.11,190529274.37,2012-09-28,-0.012585313906771985
1783,300315.XSHE,62.02,4.7431,4060404600.0,5.7429,5.9102,3426558447.08,0.11,95870847.01,59679042.61,2012-09-28,-0.002214022140221486
1784,600000.XSHG,4.3564,0.8504,137662619043.0,0.6036,11.0594,3009575529600.0,0.922,40002000000.0,17496000000.0,2012-09-28,0.017634655932528245
1785,600008.XSHG,17.3637,1.7204,9020000000.0,1.0663,2.9529,22258857031.5,0.0714,1241693715.33,1046968060.77,2012-09-28,0.0
1786,600009.XSHG,14.8594,1.5213,22757379271.0,4.2254,4.9789,27603731611.6,0.39,2273684571.61,1550184510.16,2012-09-28,-0.03133241415048068
1787,600010.XSHG,229.8686,2.5648,32760582661.0,0.1318,0.5464,75251466572.6,0.04,19945895518.6,19558700048.4,2012-09-28,0.15685840707964605
1788,600015.XSHG,4.993,0.8029,55071795239.0,0.4675,9.1711,1343358643890.0,0.68,19452000000.0,11376000000.0,2012-09-28,0.039800157179746234
1789,600018.XSHG,12.3228,1.2341,55295086550.0,3.3057,5.0003,87264714543.7,0.099,13646115290.8,10558608563.5,2012-09-28,0.01647564469914039
1790,600019.XSHG,6.7441,0.7122,80205180243.0,4.2358,8.7721,178798131535.0,0.55,98100643195.0,95824679359.9,2012-09-28,0.01090676317797961
1791,600021.XSHG,16.7984,1.5585,9842800582.0,1.1709,5.0094,34094424963.6,0.1428,7142298482.14,7064877016.1,2012-09-28,0.0021724103880714717
1792,600031.XSHG,9.2632,3.2693,72899578915.0,8.8937,24.595,148718473759.0,0.68,31760307000.0,25830696000.0,2012-09-28,-0.06458280088451314
1793,600038.XSHG,42.6228,3.3527,5201937000.0,1.2776,3.0222,8244770980.06,0.1369,823111098.67,761760311.05,2012-09-28,-0.007782359984036244
1794,600048.XSHG,12.2949,2.1039,76804819647.0,1.5805,6.9968,259774368934.0,0.35,20182923033.2,15884132782.8,2012-09-28,0.03252963470687844
1795,600050.XSHG,46.2273,1.1011,78215440698.0,0.7315,1.6262,336445604206.0,0.0545,125292803978.0,121364730968.0,2012-09-28,-0.037933401991074506
1796,600061.XSHG,-146.29,3.4052,1948036548.0,-0.9023,-2.2269,3014927283.37,-0.03,1349737972.46,1359879825.09,2012-09-28,-0.006589859685300549
1797,600066.XSHG,11.5257,2.5412,15354089064.0,5.8477,12.5796,20964803094.4,0.5115,8296243064.93,7694153439.37,2012-09-28,-0.020676577669902826
1798,600068.XSHG,11.6745,1.5249,17960413732.0,1.4435,7.5323,77815244276.9,0.247,26170647833.6,25040656470.5,2012-09-28,-0.01554144020256243
1799,600074.XSHG,-23.3738,7.9044,2201931864.0,-4.5886,-30.9725,4268152068.82,-0.154,851108704.17,978691685.85,2012-09-28,0.0
1800,600085.XSHG,46.2196,6.2647,22486674553.0,6.1686,8.6968,25436443209.6,0.23600000000000002,3910437024.39,3335268607.67,2012-09-28,0.05906673114119921
1801,600089.XSHG,15.5428,1.2832,16893938574.0,1.5722,4.205,38770001137.6,0.2075,9831989841.58,9389957618.52,2012-09-28,-0.0514986325326984
1802,600100.XSHG,21.0915,1.8084,15464314620.0,0.7559999999999999,1.8151,38458951200.7,0.078,9778555451.85,9906498776.06,2012-09-28,-0.005147707979626432
1803,600104.XSHG,7.1968,1.3638,149286172157.0,5.6988,10.1819,316273902010.0,0.978,235561226437.0,221871753540.0,2012-09-28,-0.04283881156845337
1804,600109.XSHG,68.6085,4.6315,15473745658.0,2.222,6.047999999999999,19820291912.1,0.19899999999999998,805236884.2,538596938.0,2012-09-28,-0.06981660588763802
1805,600111.XSHG,26.8127,12.1426,82349496000.0,11.6249,25.2841,102363559016.0,0.648,6297136679.12,3886717850.2,2012-09-28,-0.1626462170093281
1806,600118.XSHG,39.5762,4.676,9798440894.0,2.4819,5.5386,14691169875.9,0.12,1776670695.19,1633207851.05,2012-09-28,-0.04864676996210502
1807,600153.XSHG,5.9838,1.2944,11613926346.0,2.0164,10.549000000000001,64211272422.5,0.4,40529233169.9,38989970625.1,2012-09-28,0.001938735944164546
1808,600157.XSHG,27.125,1.9444,15448470292.0,2.0253,6.6684,31023019708.1,0.2034,3044741628.5,2357178238.26,2012-09-28,-0.04463036009670451
1809,600170.XSHG,12.8504,1.8074,19727526968.0,1.0546,6.5166,73885094395.2,0.3,44243829642.5,43601513950.1,2012-09-28,-0.1430075246598308
1810,600177.XSHG,9.1749,1.3219,16588257128.0,1.8818,7.1694,54503607434.3,0.4,5427455237.01,4621198071.92,2012-09-28,-0.03760228445276314
1811,600196.XSHG,20.3442,2.0075,20357954371.0,3.8454,7.0485,28354020461.5,0.37,3494274154.83,3380995689.81,2012-09-28,-0.047701918337373854
1812,600208.XSHG,16.7974,2.0897,21655648012.0,0.7574,2.8002,53960186914.1,0.045,2254627190.67,2351036410.88,2012-09-28,-0.05201870472813958
1813,600219.XSHG,13.9862,0.8323,13055542841.0,2.0381,2.4946,17396890094.5,0.2,7400937349.74,6924871269.0,2012-09-28,-0.044475806451612934
1814,600221.XSHG,9.4801,1.6055,23328878128.0,0.6177,3.4408,85526278081.3,0.12,13891394000.0,13634407000.0,2012-09-28,0.08357033471887992
1815,600233.XSHG,13.0835,1.4529,1367850000.0,3.0001,2.8752,1947189973.49,0.1634,370883716.56,311490517.5,2012-09-28,0.06996827634825516
1816,600271.XSHG,14.6139,2.9099,14349636000.0,9.4692,10.9359,19253317597.2,0.58,6693563930.78,5932986137.75,2012-09-28,-0.05083977681479593
1817,600276.XSHG,38.7913,7.9917,37480276694.0,11.6088,12.5019,35855674276.5,0.4096,2610756328.38,1898550055.81,2012-09-28,-0.008578533259767068
1818,600297.XSHG,264.6575,2.1766,1883000000.0,0.4223,0.711,2728192814.43,0.017,467290487.79,466898515.11,2012-09-28,0.09296322621675224
1819,600309.XSHG,16.2694,4.3064,29926712525.0,6.9605,13.84,39120363462.5,0.45,7160169875.23,5721462397.29,2012-09-28,-0.010840550178298415
1820,600340.XSHG,10.2498,4.1337,15715811014.0,4.1305,38.2612,43525089328.7,1.43,4426001474.87,2760489564.38,2012-09-28,0.1666666666666666
1821,600352.XSHG,14.0299,1.2027,8590233191.0,1.6559,3.8936,15667786612.9,0.1841,4196110548.6,3952423328.63,2012-09-28,0.008565469983613933
1822,600369.XSHG,105.6091,2.1458,22180396067.0,1.6437,2.7906,32274909148.6,0.12,705423269.84,351098159.46,2012-09-28,-0.03664886063966468
1823,600372.XSHG,54.4838,6.4159,23704372031.0,3.0899,6.0141,26902446741.2,0.1595,1951488465.94,1719248234.85,2012-09-28,-0.1486429331894351
1824,600373.XSHG,17.6442,2.5015,9064575388.0,3.074,6.3373,12261429648.6,0.42,4909936204.42,4687497293.06,2012-09-28,-0.055698879747129684
1825,600376.XSHG,7.502000000000001,1.2051,14468454000.0,0.5544,2.9897,71885768514.8,0.24,3292018115.32,2960380772.73,2012-09-28,0.058884845058478574
1826,600383.XSHG,7.3952,1.0724,22491688117.0,0.7236,2.4145,97766782402.5,0.11,6473240048.13,5565958708.76,2012-09-28,0.0337935297753966
1827,600390.XSHG,-17.4398,3.2624,1773354000.0,0.1991,0.7618,2970720427.16,0.0258,405096016.49,414868410.05,2012-09-28,-0.027075812274368297
1828,600406.XSHG,31.191999999999997,8.9169,27950049211.0,4.9366,10.1648,32762489212.4,0.14,2137745983.17,1828118688.38,2012-09-28,0.0
1829,600415.XSHG,27.4708,2.2644,17935390710.0,2.1857,4.856,29927454195.8,0.14,1652084553.1,1185724908.28,2012-09-28,-0.0257962706515089
1830,600436.XSHG,46.67,11.3533,14343000000.0,9.7784,14.1562,12837672905.3,1.22,573095328.56,375251038.57,2012-09-28,-0.03670140272157338
1831,600482.XSHG,44.4771,2.9164,3568140000.0,1.2768,3.4997,5931640708.92,0.09,2300500992.06,2246531578.34,2012-09-28,-0.0284265032230794
1832,600485.XSHG,80.6527,2.1875,1035237420.0,-2.5259,-3.5686,1427104340.72,-0.124,97040054.6,117536902.5,2012-09-28,-0.01873693239693349
1833,600489.XSHG,29.3995,5.7659,53537331817.0,5.4001,9.15,50807718868.2,0.28,16248147538.6,14800318061.2,2012-09-28,-0.13139178861592613
1834,600498.XSHG,22.7486,2.3139,11702084532.0,2.7710000000000004,6.4336,17114280645.3,0.65,3699849042.58,3589827425.24,2012-09-28,-0.08367316642943855
1835,600518.XSHG,27.2326,3.532,34783663121.0,4.457,7.4153,40525966245.8,0.322,5113317054.77,4300692492.42,2012-09-28,0.07396299172535688
1836,600519.XSHG,23.5156,9.167,255184644000.0,19.699,26.4847,253610199927.0,6.74,13264437836.4,3467852031.95,2012-09-28,0.00626506236667517
1837,600522.XSHG,17.1041,1.3553,5840340009.0,2.8468,4.3961,8950883540.17,0.27,2750367683.07,2510621526.68,2012-09-28,-0.024137717888490427
1838,600535.XSHG,40.5972,7.2855,26564713061.0,6.1182,11.1408,25289159318.6,0.43,4195664902.92,3684625357.19,2012-09-28,0.02702043107410589
1839,600547.XSHG,26.2805,8.6537,59370580862.0,10.6488,22.4338,52090784593.0,0.99,25355764341.2,23443740644.2,2012-09-28,-0.10978006689028864
1840,600549.XSHG,30.9887,7.5544,27545172200.0,3.9801,9.2029,36879119966.9,0.4679,4529135469.36,3935556778.45,2012-09-28,-0.15102790973275354
1841,600570.XSHG,32.23,6.4812,7846780032.0,3.549,4.7741,8730469762.84,0.09,357891106.0,345233008.89,2012-09-28,-0.15818520234408648
1842,600583.XSHG,32.3003,2.251,21508603200.0,1.2161,2.3636,32022431004.8,0.06,4183829818.75,3941352609.94,2012-09-28,-0.023518085545317
1843,600588.XSHG,25.1087,4.9557,13795294124.0,2.6354,4.6913,16918769196.4,0.13699999999999998,1715368930.0,1636986340.0,2012-09-28,-0.21433140007588494
1844,600606.XSHG,18.4509,1.3568,2902592498.0,0.8478,2.273,7456640712.87,0.09,205348630.74,221831943.67,2012-09-28,-0.02677360832617208
1845,600637.XSHG,40.407,6.3131,17964562890.0,7.7898,9.4418,15004710910.0,0.2304,916616248.77,650851889.72,2012-09-28,-0.012400416541555057
1846,600649.XSHG,8.093,1.0856,14519364297.0,4.5067,9.5711,30331934705.4,0.42,1237273085.75,1087991365.9,2012-09-28,-0.014399787652901003
1847,600660.XSHG,9.7177,2.2895,14101023777.0,5.8955,11.9174,21329930507.2,0.37,4874089645.0,3976111887.0,2012-09-28,-0.0028295213393067773
1848,600663.XSHG,38.0516,1.7593,19218468360.0,1.5276,3.7833,38903543496.4,0.2206,1358183656.03,926947375.19,2012-09-28,-0.012624993017149895
1849,600674.XSHG,44.9269,1.6684,13611375742.0,0.6201,0.9943,20474824790.2,0.0378,504603297.09,493628493.24,2012-09-28,0.039124124439957116
1850,600682.XSHG,16.8133,2.2195,2916738516.0,3.9313,11.1635,5194587336.35,0.38,1420769865.17,1351596241.33,2012-09-28,0.03070009341311305
1851,600690.XSHG,10.091000000000001,3.1248,30422495028.0,5.8937,20.4932,57358625848.3,0.69,40469693529.6,37996009444.0,2012-09-28,0.002638103738966595
1852,600703.XSHG,23.436999999999998,3.8801,22107850911.0,4.6877,8.2046,24595016242.4,0.32,1370846029.3,1045875628.34,2012-09-28,-0.11039238922904736
1853,600704.XSHG,10.5868,1.3515,4869576921.0,1.6388,7.5553,24745858832.5,0.3323,19030418167.1,18514300003.7,2012-09-28,0.012986553432413209
1854,600705.XSHG,18.7912,2.8965,14417793428.0,1.5138,7.6157,48010245395.8,0.44,2114612614.38,1258757006.33,2012-09-28,0.1024490894411053
1855,600739.XSHG,9.0538,2.011,20607118222.0,4.2414,5.4007,25523974376.4,0.39299999999999996,5049918084.61,4687843703.74,2012-09-28,-0.08410779121281776
1856,600741.XSHG,8.02,1.4058,24488737659.0,6.5505,9.511000000000001,40846600621.1,0.626,28291302373.9,25987971268.7,2012-09-28,-0.06540409313981416
1857,600795.XSHG,9.9409,1.3758,36947734956.0,0.9124,4.4287,195914781374.0,0.078,26700534032.6,25570014507.1,2012-09-28,0.012515324887617474
1858,600804.XSHG,53.7946,2.398,8753871600.0,1.6871,3.2402,11637854039.2,0.09,1177127665.54,1098619090.48,2012-09-28,-0.10549283749169913
1859,600816.XSHG,27.0427,10.7302,6584591781.0,11.3208,19.4405,7866575281.08,0.248,214544595.49,78286591.16,2012-09-28,-0.08895630072968766
1860,600820.XSHG,10.5059,1.0051,10428234436.0,1.564,5.0211,44656678646.4,0.39,7776811970.34,7896405081.52,2012-09-28,-0.01618221618775811
1861,600827.XSHG,11.9766,1.3014,15226862448.0,2.9116,7.1578,38774489750.6,0.47,25490458025.8,24332873050.2,2012-09-28,-0.029411400478012738
1862,600886.XSHG,65.078,1.3037,14950031230.0,0.0969,0.1632,122025255503.0,0.0183,11877429733.3,11601255957.7,2012-09-28,0.11761680240034288
1863,600887.XSHG,19.4046,5.3346,34051149150.0,3.8806,12.276,45799313995.9,0.48,21180977542.3,20529841834.4,2012-09-28,0.018313976455716183
1864,600893.XSHG,53.5905,3.1710000000000003,12748006861.0,1.0962,2.4333,18546530541.2,0.09,2709417960.67,2596181292.07,2012-09-28,-0.0598238370012134
1865,600895.XSHG,20.0265,1.7424,10422680672.0,0.4559,1.2064,23815862035.8,0.05,611698599.79,609225183.63,2012-09-28,-0.034174340467894415
1866,600900.XSHG,13.5607,1.6005,106590000000.0,1.8038,4.2218,196680835622.0,0.1725,9277919784.54,6984116498.18,2012-09-28,-0.006205422176816682
1867,600999.XSHG,32.4787,1.9741,48102550235.0,1.3027,3.8151,103771274432.0,0.2035,2567243841.59,1397928643.2,2012-09-28,-0.07363963944698085
1868,601006.XSHG,7.832000000000001,1.4373,90687428095.0,6.34,9.633,131675811101.0,0.41,22255045433.0,15524528825.0,2012-09-28,-0.009839055111431586
1869,601009.XSHG,5.897,0.9726,22445134947.0,0.7147,9.7562,335068767813.0,0.74,4772015000.0,2072363000.0,2012-09-28,0.002639366552027578
1870,601012.XSHG,35.3558,1.1977,3554258400.0,0.7784,1.3922,6874510705.08,0.07,798432829.56,788476233.49,2012-09-28,-0.012095471123216944
1871,601018.XSHG,11.4458,1.2229,31616000000.0,4.4576,6.0258,40763516000.0,0.12,3848195000.0,2601086000.0,2012-09-28,-0.008095884215287213
1872,601099.XSHG,104.2763,4.4088,9640748508.0,1.4091,3.3013,13205051291.5,0.043,309492872.19,214461163.15,2012-09-28,-0.0222800670607959
1873,601117.XSHG,11.9003,2.0749,33889710000.0,2.8591,8.5761,62520305815.9,0.27,23748338262.2,22058470718.3,2012-09-28,-0.03348551661810308
1874,601118.XSHG,48.8592,2.6347,23547717884.0,1.3103,1.5811,28557252601.2,0.04,3936400614.76,3790563801.34,2012-09-28,-0.07847947082607308
1875,601166.XSHG,4.2648,1.0045,129544797719.0,0.6623,13.9647,2776483616520.0,1.59,41221000000.0,18602000000.0,2012-09-28,0.0324731410907217
1876,601169.XSHG,5.8995,0.8956,60457096033.0,0.6226,10.8596,1104305823580.0,0.79,13307297000.0,5180225000.0,2012-09-28,-0.0014305153344264926
1877,601216.XSHG,18.7579,1.6016,8243200000.0,2.6374,3.8921,11125623816.9,0.1544,1748061351.6,1481734913.01,2012-09-28,-0.05596062705067435
1878,601377.XSHG,52.855,2.5409,21142000000.0,1.7804,4.0743,35734454513.8,0.16,1401031707.38,919897484.22,2012-09-28,0.06660592467993642
1879,601555.XSHG,120.7313,2.3228,17100000000.0,0.8929,1.8303,25423208545.6,0.07,657548723.96,470565639.58,2012-09-28,-0.03625351449769013
1880,601608.XSHG,11.5888,2.6296,10302400000.0,3.0258,10.8222,9585804202.88,0.2,3433084467.78,3015711631.49,2012-09-28,0.0
1881,601668.XSHG,6.4405,0.9963,92100000000.0,1.8345,7.8843,526085710000.0,0.24,253492005000.0,241490111000.0,2012-09-28,-0.009749569871917446
1882,601669.XSHG,7.8548,1.0347,29952000000.0,1.2356,7.1675,179607666140.0,0.2098,55189032060.5,52736108788.3,2012-09-28,0.09293666727505016
1883,601688.XSHG,31.7762,1.7921,53984000000.0,1.2690000000000001,3.1686,108235983131.0,0.19,3394593061.36,1995986784.29,2012-09-28,-0.03942450345596951
1884,601718.XSHG,16.9606,1.1931,11455290000.0,2.4387,4.0975,18598691628.9,0.1005,13834016020.0,13378931625.2,2012-09-28,0.006743940990516371
1885,601788.XSHG,34.5755,2.0119,42998440000.0,1.7622,3.8294,72919249943.0,0.2427,2112610145.85,1143085252.56,2012-09-28,-0.07709942391148021
1886,601818.XSHG,4.9387,1.0316,107556541400.0,0.6759999999999999,12.8817,2095082571600.0,0.32,30480000000.0,13227000000.0,2012-09-28,0.0037499428362372453
1887,601872.XSHG,232.4824,0.8887,10943955102.0,0.4475,0.7625,21430669773.6,0.0214,1562250220.27,1509963734.06,2012-09-28,0.03530940538602868
1888,601877.XSHG,15.573,3.4862,15215700000.0,5.9736,10.583,18703493874.5,0.54,5026606680.35,4269721052.0,2012-09-28,0.028282455654954207
1889,601888.XSHG,26.9988,4.8277,24912800000.0,8.0465,11.5536,27314740330.2,0.6459999999999999,6907235849.32,6130396354.32,2012-09-28,0.07523616734143056
1890,601901.XSHG,85.5138,1.8766,26352000000.0,1.2462,2.3915,42887303134.2,0.07,1204293464.13,657310545.48,2012-09-28,-0.016190610859728453
1891,601933.XSHG,46.4692,4.4049,18091724000.0,1.9772,4.7027,26449511814.1,0.125,11711831501.2,11476339978.5,2012-09-28,0.08108306159088421
1892,601958.XSHG,55.3132,2.8634,37815803568.0,2.174,2.2974,41713889647.1,0.09,4281715960.02,3916463273.99,2012-09-28,-0.0426632191338074
1893,601989.XSHG,17.0892,1.7021,69671605856.0,1.4227,6.1917,212647124896.0,0.18,29185242230.2,26517403736.4,2012-09-28,-0.0547270133575411
1894,000001.XSHE,5.2553,0.825,67423291475.0,0.7564,13.2071,1455476087960.0,2.0,29531000000.0,16172000000.0,2012-10-31,-0.02736729318273143
1895,000002.XSHE,8.226,1.6242,91480149014.0,1.9088,9.2962,367050243282.0,0.462,46128221600.9,38638284843.2,2012-10-31,0.05168233015280865
1896,000008.XSHE,23.7715,11.0957,820496737.0,0.0259,0.0294,813287367.99,0.0012,242106635.29,209516779.17,2012-10-31,-0.11848897231346785
1897,000060.XSHE,28.8078,2.8192,15554574235.0,2.6987,5.6313,23693760132.0,0.15,12400980768.3,11794439542.0,2012-10-31,-0.014591137135052522
1898,000069.XSHE,13.0766,2.4377,42829126554.0,2.5973,9.5243,91625433814.5,0.222,10338213590.4,8253117832.24,2012-10-31,-0.028855667692086293
1899,000100.XSHE,24.8769,1.4743,16782913291.0,1.0234,4.2966,68411683083.6,0.0575,48606221722.0,48753267618.0,2012-10-31,0.0656265615457221
1900,000402.XSHE,11.1367,0.9336,17647875286.0,2.4095,7.4481,65165599803.7,0.46,8852292038.44,7545838179.27,2012-10-31,-0.015446039683819971
1901,000413.XSHE,39.0197,13.0146,4542380000.0,15.9281,35.1797,5260917331.11,0.27,578593939.24,350779291.22,2012-10-31,-0.09529491103387457
1902,000415.XSHE,15.1284,1.1392,8059756372.0,1.7807,5.1211,26412991463.7,0.3229,1868047131.4,1267227027.34,2012-10-31,-0.12914122385344945
